name,province,latitude,longitude,population
Sainte-Marie,QC,46.43401,-71.01168,13565
Sahali,BC,50.65,-120.33333,13493
Mont-Laurier,QC,46.55011,-75.4993,13405
Centennial Scarborough,ON,43.78238,-79.15084,13362
Brookswood,BC,49.06667,-122.66667,13336
Portage la Prairie,MB,49.97282,-98.29263,13304
McKenzie Lake,AB,50.90833,-113.98056,13290
Powell River,BC,49.83278,-124.52368,13157
Bayview Woods-Steeles,ON,43.7968,-79.38212,13154
North Perth,ON,43.7251,-80.96723,13130
Huntington Hills,AB,51.11667,-114.06667,13120
West Clayton,BC,49.12908,-122.71571,13102
Highland West,ON,43.43152,-80.54429,13066
West Point Grey,BC,49.26667,-123.2,13065
James Bay,BC,48.41667,-123.38333,13055
Walsh Acres-Lakeridge-Garden Ridge,SK,50.49703,-104.65663,13055
The Glebe,ON,45.40393,-75.69005,13055
Signal Hill,AB,51.02361,-114.17361,13000
Truro,NS,45.36685,-63.26538,12954
Douglasdale,AB,50.93889,-113.99306,12920
Dolbeau-Mistassini,QC,48.8786,-72.23142,12916
New Brighton,AB,50.92046,-113.94505,12885
Skyview Ranch,AB,51.15849,-113.95714,12870
Lowertown,ON,45.43193,-75.69319,12824
Forest Hill North,ON,43.70422,-79.42814,12806
South Slope,BC,49.21667,-123.0,12782
Laurentides,QC,47.13336,-72.28239,12710
Hammond,BC,49.21931,-122.65327,12709
Cape Horn,BC,49.22684,-122.8369,12680
Kanata-Lakes,ON,45.32103,-75.91767,12668
Winkler,MB,49.1817,-97.94104,12660
Central,ON,43.46475,-80.52185,12650
Kentville,NS,45.0771,-64.49605,12636
Wetaskiwin,AB,52.96683,-113.36869,12594
Port Hope,ON,44.01682,-78.39953,12587
Strathcona,BC,49.27655,-123.09117,12585
Woodbine Corridor,ON,43.67836,-79.31571,12541
Yonge-St.Clair,ON,43.68786,-79.39787,12528
Shelbourne,BC,48.45299,-123.32903,12525
Elliot Lake,ON,46.38336,-82.63315,12508
Chaparral,AB,50.88611,-114.03333,12500
Highland Creek,ON,43.79068,-79.17555,12494
Sandy Hill,ON,45.42519,-75.67863,12490
Albert Park,SK,50.40726,-104.63111,12475
Willingdon Heights,BC,49.275,-123.00833,12443
Aberdeen,BC,50.65,-120.36667,12437
Albion,BC,49.18751,-122.55687,12424
Downtown,AB,53.54021,-113.49907,12423
Humber Summit,ON,43.7579,-79.57501,12416
Aldergrove,BC,49.05801,-122.47087,12363
Sydney Mines,NS,46.23669,-60.21767,12353
Dawson Creek,BC,55.75984,-120.2403,12323
Sidney,BC,48.64964,-123.40262,12318
Gravenhurst,ON,44.91681,-79.36633,12312
Paris,ON,43.2,-80.38333,12310
Fort Richmond,MB,49.79187,-97.1444,12290
West Cambie,BC,49.18293,-123.11691,12255
Cap-aux-Meules,QC,47.38208,-61.85968,12190
Central Business District,SK,52.13032,-106.66228,12101
Burke Mountain,BC,49.29363,-122.75613,12100
Alderwood,ON,43.60348,-79.54604,12054
Varsity,AB,51.09167,-114.15556,12040
Parksville,BC,49.31947,-124.31575,12000
Queenswood Heights,ON,45.47083,-75.50556,12000
Ambleside,BC,49.32777,-123.14375,11998
Erin,ON,43.7729,-80.06436,11981
Rothesay,NB,45.38046,-65.96744,11977
Champlain Heights,BC,49.20919,-123.026,11958
Beauharnois,QC,45.31341,-73.8725,11918
North Riverdale,ON,43.672,-79.35126,11916
Carleton Place,ON,45.13341,-76.14938,11901
Bathurst,NB,47.61814,-65.65112,11897
Gander,NL,48.95624,-54.61647,11880
Etobicoke West Mall,ON,43.64639,-79.56985,11848
Cameron,BC,49.25619,-122.90671,11844
Glen Cairn,ON,45.29278,-75.88,11836
Promontory,BC,49.10354,-121.9352,11820
Yonge-Eglinton,ON,43.70469,-79.40359,11817
Dufferin Grove,ON,43.65766,-79.42793,11785
Clayburn,BC,49.0691,-122.26176,11755
Fairfield,BC,48.41667,-123.35,11740
Eastern Passage,NS,44.61685,-63.48199,11738
Montmagny,QC,46.98043,-70.55493,11724
Cabbagetown-South St.James Town,ON,43.66765,-79.36611,11669
Saint Romuald,QC,46.75818,-71.23921,11663
Summerland,BC,49.59977,-119.66911,11615
Cold Lake,AB,54.46525,-110.18154,11595
Royal Oak,AB,51.14349,-114.22245,11580
View Royal,BC,48.45793,-123.45261,11575
West Springs,AB,51.06114,-114.19807,11560
Hauterive,QC,49.19572,-68.25813,11549
Hidden Valley,AB,51.14856,-114.1143,11540
Fall River,NS,44.81685,-63.6154,11526
Doon South,ON,43.37818,-80.43091,11524
Broadview North,ON,43.68883,-79.35563,11499
New Toronto,ON,43.60019,-79.50527,11463
Glenwood,BC,49.27338,-122.78003,11437
Murrayville,BC,49.08333,-122.61667,11420
Shellmont,BC,49.13478,-123.09631,11420
Surrey Centre,BC,49.11667,-122.75,11370
Sainte-Marthe-sur-le-Lac,QC,45.53338,-73.9325,11311
Beddington Heights,AB,51.12917,-114.07917,11295
Estevan,SK,49.13337,-102.98422,11258
Farnham,QC,45.28338,-72.98244,11228
Pincourt,QC,45.38338,-73.9825,11197
Coldstream,BC,50.21649,-119.20235,11171
Bécancour,QC,46.34106,-72.43224,11134
Saint-Raymond,QC,46.8901,-71.83415,11108
Weston-Pellam Park,ON,43.67396,-79.46024,11098
North Saanich,BC,48.66634,-123.41933,11089
Whitehorn,AB,51.08333,-113.96667,11085
Keelesdale-Eglinton West,ON,43.68573,-79.47144,11058
Princess-Rosethorn,ON,43.66605,-79.54456,11051
Blackfalds,AB,52.38342,-113.7853,11015
Eagle Ridge,BC,49.28778,-122.82167,11004
La Tuque,QC,47.43337,-72.7824,11001
Queensborough,BC,49.18333,-122.93333,11000
North Kamloops,BC,50.69978,-120.3692,10995
Casa Loma,ON,43.68345,-79.41248,10968
Warman,SK,52.31679,-106.56791,10961
Milton-Parc,QC,45.51004,-73.57455,10961
Humber Heights-Westmount,ON,43.69223,-79.52242,10948
Cowansville,QC,45.20008,-72.74913,10887
Weyburn,SK,49.66675,-103.85109,10870
Regent Park,ON,43.66041,-79.3615,10803
Dover,AB,51.01991,-113.99294,10795
Elmira,ON,43.60009,-80.5497,10790
East Cambie,BC,49.18434,-123.09267,10780
Bowness,AB,51.08344,-114.16866,10770
Forest Hill South,ON,43.69453,-79.41432,10732
Pelmo Park-Humberlea,ON,43.71752,-79.52828,10722
Silverwood Heights,SK,52.17977,-106.62005,10716
Westsyde,BC,50.76667,-120.35,10713
Sainte-Anne-des-Plaines,QC,45.76468,-73.81156,10680
Nelson,BC,49.49985,-117.28553,10664
Saint-Canut,QC,45.71502,-74.08376,10643
Sainte-Adèle,QC,45.95008,-74.13251,10634
Lambton Shores,ON,43.16678,-81.93309,10631
Brow of the Hill,BC,49.20213,-122.92015,10631
Laurentian Hills,ON,43.42,-80.49472,10609
Markland Wood,ON,43.63347,-79.57569,10554
Rundle,AB,51.07419,-113.97079,10545
Victoria Hills,ON,43.44072,-80.52086,10533
Rexdale-Kipling,ON,43.72373,-79.56623,10529
Temple,AB,51.08811,-113.94711,10525
Brentwood Park,BC,49.275,-122.99167,10500
Monterey Park,AB,51.08194,-113.92917,10475
Temiskaming Shores,ON,47.49376,-79.71529,10442
Coal Harbour,BC,49.28977,-123.1232,10441
Preston Centre,ON,43.39437,-80.35936,10441
Centreville Chicopee,ON,43.43556,-80.4281,10434
Cantley,QC,45.5668,-75.78265,10412
Hockaday,BC,49.29678,-122.77035,10373
Thistletown-Beaumond Heights,ON,43.73799,-79.56349,10360
Arbour Lake,AB,51.13472,-114.20278,10335
Falconridge,AB,51.10278,-113.94167,10325
Wallaceburg,ON,42.59303,-82.38853,10323
Selkirk,MB,50.1436,-96.88452,10278
Saint-Félicien,QC,48.65007,-72.44906,10278
Whatcom,BC,49.04144,-122.23988,10270
Angus,ON,44.31681,-79.88295,10269
Hawkesbury,ON,45.60009,-74.61595,10263
Douglas-Gilpin,BC,49.24438,-122.98215,10234
Roberval,QC,48.5168,-72.23244,10227
Sainte-Agathe-des-Monts,QC,46.05009,-74.28252,10223
Fernwood,BC,48.42979,-123.34424,10200
Gastown,BC,49.28513,-123.11168,10187
Citadel,AB,51.14533,-114.18125,10180
Lake Bonavista,AB,50.94204,-114.05422,10145
Prévost,QC,45.86678,-74.08251,10132
Mercier,QC,45.3105,-73.73976,10121
South Clearbrook,BC,49.04065,-122.32794,10120
Shuniah,ON,48.46318,-89.20744,10118
Spryfield,NS,44.61163,-63.61771,10118
Maple Leaf,ON,43.71557,-79.48076,10111
Garden Village,BC,49.23333,-123.0,10087
Long Branch,ON,43.5914,-79.53252,10084
Tillicum,BC,48.45,-123.4,10080
Rockingham,NS,44.67336,-63.64488,10079
Penetanguishene,ON,44.7834,-79.91637,10077
Runnymede-Bloor West Village,ON,43.65927,-79.48571,10070
Marshall-McCallum,BC,49.03723,-122.30168,10055
Sardis,BC,49.13333,-121.95,10010
Hanceville,BC,51.91922,-123.04458,10000
Petite-Bourgogne,QC,45.48867,-73.56812,10000
South Huron,ON,43.31679,-81.51647,9982
Caledonia-Fairbank,ON,43.68857,-79.45521,9955
Rustic,ON,43.71161,-79.49809,9941
L'Île-Perrot,QC,45.38338,-73.9492,9927
Guildwood,ON,43.75262,-79.19486,9917
Acadia,AB,50.97172,-114.05688,9915
Historic Downtown,BC,49.05141,-122.29335,9910
Sunshine Hills,BC,49.11667,-122.9,9900
Hinton,AB,53.40009,-117.58567,9889
Notre-Dame-de-l'Île-Perrot,QC,45.36678,-73.9325,9885
Quesnel,BC,52.97842,-122.4931,9879
Pineridge,AB,51.07441,-113.94608,9850
Morinville,AB,53.80014,-113.65203,9848
Springbank Hill,AB,51.03254,-114.19481,9840
Nashwaaksis,NB,45.98011,-66.65793,9831
Plantagenet,ON,45.5326,-74.99369,9680
Danforth,ON,43.68403,-79.32982,9666
Overbrook,ON,45.42726,-75.65204,9650
Belle River,ON,42.29264,-82.71192,9650
Grand River South,ON,43.45043,-80.40432,9649
Martensville,SK,52.28339,-106.66792,9645
Lorraine,QC,45.68338,-73.78249,9613
Sundance,AB,50.9,-114.03889,9590
Lachute,QC,45.65008,-74.33253,9562
Port Perry,ON,44.10676,-78.94441,9553
Maple Hills,NB,46.21332,-64.86945,9547
Val-des-Monts,QC,45.6501,-75.66604,9539
Saint-Amable,QC,45.65008,-73.29916,9486
Garneau,AB,53.52083,-113.5125,9480
Gunningsville,NB,46.0739,-64.77304,9479
Elms-Old Rexdale,ON,43.72152,-79.54898,9456
Aspen Woods,AB,51.0428,-114.19275,9435
Downtown St. John's,NL,47.56075,-52.711,9431
Olympic Village,BC,49.26997,-123.11185,9423
Little's Corners,ON,43.34386,-80.27583,9413
The Hamptons,AB,53.48802,-113.67565,9405
Amherst,NS,45.83345,-64.19874,9404
The Blue Mountains,ON,44.5584,-80.458,9390
Acton,ON,43.62969,-80.04149,9377
Sage Hill,AB,51.17592,-114.14111,9345
Dorchester,ON,42.98339,-81.06643,9329
Qualicum Beach,BC,49.34783,-124.44231,9303
Blair Road,ON,43.37112,-80.33448,9289
Hampton Village,SK,52.15421,-106.71752,9288
Uptown,BC,49.2121,-122.91929,9273
Bells Corners,ON,45.31588,-75.83012,9272
Kingsway South,ON,43.65352,-79.51058,9271
Bridle Path-Sunnybrook-York Mills,ON,43.73101,-79.37891,9266
Huron East,ON,43.61679,-81.29975,9264
Blairmore,SK,52.13081,-106.74275,9253
McMillan,BC,49.04494,-122.26665,9250
Old East York,ON,43.69678,-79.33549,9233
Olds,AB,51.78341,-114.10199,9209
Riverbend,AB,50.975,-114.01389,9205
Saint-Sauveur,QC,45.88686,-74.17943,9191
Millview,NS,44.70934,-63.67035,9189
Carleton North,NB,46.49895,-67.55754,9170
Cap-Acadie,NB,46.20142,-64.32416,9165
Hawkwood,AB,51.13122,-114.17353,9115
Pioneer Park,ON,43.39269,-80.44095,9108
North Central,SK,50.45715,-104.62776,9085
Lewisville,NB,46.10437,-64.7532,9060
Shawnessy,AB,50.90694,-114.08194,9055
Redstone,AB,51.17048,-113.95777,9050
Greely,ON,45.26139,-75.56111,9049
Riverwood,BC,49.25579,-122.73579,9008
Willowgrove,SK,52.14681,-106.55466,9003
Kitimat,BC,54.05244,-128.65342,8987
La Malbaie,QC,47.654,-70.15268,8959
Beechwood,ON,43.46041,-80.54989,8925
Mont-Tremblant,QC,46.21274,-74.58438,8892
Smiths Falls,ON,44.90452,-76.02333,8885
Sechelt,BC,49.47512,-123.75903,8832
Forest Hills,NS,44.68009,-63.48823,8822
Oromocto,NB,45.83512,-66.47917,8805
Binbrook,ON,43.12135,-79.81104,8796
Arnprior,ON,45.43341,-76.34939,8795
Bridgewater,NS,44.37856,-64.51882,8790
Harewood,BC,49.1474,-123.94739,8769
Lincoln,ON,43.49527,-80.50656,8765
Whitecourt,AB,54.15015,-115.68548,8763
Lavaltrie,QC,45.88338,-73.28245,8762
Rosemont-Mount Royal,SK,50.46288,-104.66477,8760
Nolan Hill,AB,51.17551,-114.16552,8755
Woodbine,AB,50.9375,-114.12917,8745
Pont-Rouge,QC,46.75468,-71.69566,8723
Whistler,BC,50.11817,-122.95396,8713
Thorncliffe,AB,51.10278,-114.06667,8695
Embrun,ON,45.27573,-75.27266,8680
Morden,MB,49.1919,-98.10136,8668
Beausoleil,NB,46.29835,-64.60329,8620
Silver Springs,AB,51.10417,-114.19155,8570
Ladysmith,BC,48.99016,-123.81699,8537
Lochdale,BC,49.27373,-122.96479,8535
Dalhousie,AB,51.11161,-114.15876,8530
Albro Lake,NS,44.68414,-63.58129,8503
New Horizons,BC,49.28125,-122.77906,8495
Holmwood,SK,52.1234,-106.53904,8495
Prairie View,SK,50.47671,-104.68614,8465
Otterburn Park,QC,45.53338,-73.21585,8464
Dauphin,MB,51.14941,-100.05023,8457
Drumheller,AB,51.46171,-112.71011,8430
Shaughnessy,BC,49.25,-123.13333,8430
Clinton-Glenwood,BC,49.21213,-122.97957,8422
Rutherford,AB,53.41833,-113.52989,8407
King City,ON,43.92856,-79.52694,8396
Bois-des-Filion,QC,45.66678,-73.74918,8383
Victoria West,BC,48.43188,-123.38214,8365
Woodside,NS,44.65015,-63.54869,8348
Castlegar,BC,49.32317,-117.65831,8338
Wildwood,SK,52.10976,-106.5945,8337
Somerset,AB,50.89583,-114.08611,8320
Ogden,AB,50.99306,-114.01389,8315
Banff,AB,51.17622,-115.56982,8305
Kapuskasing,ON,49.41694,-82.43308,8292
Marlborough Park,AB,51.05833,-113.94444,8290
Burnaby Heights,BC,49.28333,-123.0,8280
Westfort,ON,48.36509,-89.28902,8256
Concord,ON,43.80011,-79.48291,8255
Penbrooke Meadows,AB,51.05,-113.93333,8235
Silver Heights,ON,43.44012,-80.31471,8235
Essex,ON,42.17509,-82.82483,8233
Boischatel,QC,46.89434,-71.1448,8231
Notre-Dame-des-Prairies,QC,46.05007,-73.43245,8230
Downtown Commercial Core,AB,51.0472,-114.06996,8225
Renfrew,ON,45.46681,-76.68272,8223
Uptown Saint John,NB,45.2728,-66.05945,8221
Coaldale,AB,49.7167,-112.61854,8215
Rocky Ridge,AB,51.14479,-114.24459,8195
Humphrey,NB,46.11987,-64.77797,8195
Dryden,ON,49.78334,-92.75032,8195
Richmond West,MB,49.78319,-97.1659,8190
Blackburn Hamlet,ON,45.43671,-75.56462,8173
Taber,AB,49.78703,-112.14603,8163
Colonial Acres,ON,43.50107,-80.51774,8163
Shelburne,ON,44.0787,-80.20408,8126
Cordova Bay,BC,48.51667,-123.36667,8100
Silver Berry,AB,53.45787,-113.3817,8089
Saint-Hippolyte,QC,45.93338,-74.0159,8083
Cedar Valley,BC,49.16172,-122.31047,8080
Woodwards,BC,49.14675,-123.15489,8055
Wild Rose,AB,53.4708,-113.38119,8031
Central Moncton,NB,46.09696,-64.79623,8023
Chelsea,QC,45.5001,-75.78265,8000
Legacy,AB,50.85603,-114.00486,8000
Lakeview,SK,52.09532,-106.59783,7996
Lambton Baby Point,ON,43.65742,-79.49605,7985
Silverado,AB,50.88479,-114.07174,7975
Edson,AB,53.58345,-116.43559,7975
South Cambie,BC,49.25,-123.11667,7970
Saint-Apollinaire,QC,46.61289,-71.51258,7968
Kahnawake,QC,45.41076,-73.68139,7965
Ranch Park,BC,49.26047,-122.80906,7925
Trail,BC,49.09983,-117.70223,7920
Chandler,QC,48.34935,-64.67926,7914
Al Ritchie,SK,50.44248,-104.58496,7890
Popcorn House,ON,43.41953,-80.29878,7889
Three Rivers,PE,46.1845,-62.5679,7883
East Newton South,BC,49.12938,-122.80904,7881
Douglas,BC,49.10229,-122.65114,7867
Woodbine-Lumsden,ON,43.69214,-79.3097,7865
Port Elgin,ON,44.43605,-81.38981,7862
Hillside-Quadra,BC,48.44473,-123.35598,7860
Membertou,NS,46.11518,-60.18932,7859
Torbay,NL,47.66659,-52.73135,7852
Scenic Acres,AB,51.11806,-114.22222,7850
Saint-Sauveur-des-Monts,QC,45.90008,-74.16591,7849
Hintonburg,ON,45.40379,-75.7283,7844
Downtown Moncton,NB,46.09231,-64.78535,7837
Harvest Hills,AB,51.14791,-114.0513,7805
Playter Estates-Danforth,ON,43.6797,-79.35489,7804
Elora,ON,43.6834,-80.43299,7800
Kirkland Lake,ON,48.14461,-80.03767,7775
Fort Frances,ON,48.61667,-93.4003,7739
Blake-Jones,ON,43.67617,-79.33739,7727
La Sarre,QC,48.80019,-79.19964,7719
Manor Park,NS,44.67164,-63.54898,7716
Centennial Place,NB,46.08333,-64.81667,7698
Hanover,ON,44.15009,-81.03303,7688
Innisfail,AB,52.02688,-113.95071,7672
Acton Vale,QC,45.65007,-72.56582,7656
Walden,AB,50.86973,-114.02584,7650
Goderich,ON,43.74171,-81.71339,7628
University,ON,43.66251,-79.40118,7607
Saint-Philippe,QC,45.37597,-73.48111,7597
Oaklands,BC,48.4439,-123.34065,7585
Brentwood Bay,BC,48.58294,-123.45262,7581
Rosewood,SK,52.09269,-106.5542,7575
Happy Valley-Goose Bay,NL,53.3038,-60.32576,7572
Confederation Park,SK,52.14032,-106.73673,7571
Chibougamau,QC,49.91684,-74.36586,7563
Ct 0014,QC,45.55754,-73.54319,7550
Revelstoke,BC,50.99712,-118.1953,7547
South Pointe,MB,49.77918,-97.17979,7535
Shediac,NB,46.21981,-64.54107,7535
South Terwillegar,AB,53.44006,-113.57893,7532
Listowel,ON,43.7334,-80.94973,7530
Canyon Springs,BC,49.29148,-122.79542,7528
Pont Rouge,QC,48.88332,-72.08247,7518
Burnside,NS,44.70175,-63.60051,7506
Camlachie,ON,43.03596,-82.1616,7506
South Arm,BC,49.14032,-123.12483,7503
Ranchlands,AB,51.11667,-114.18333,7490
Sunbury-York South,NB,45.83776,-66.60984,7455
Cascade Heights,BC,49.25,-123.01667,7449
Napanee,ON,44.25012,-76.94944,7439
Canyon Meadows,AB,50.94285,-114.08092,7435
Iqaluit,NU,63.74697,-68.51727,7429
Carignan,QC,45.45008,-73.29916,7426
Kimberley,BC,49.67071,-115.9776,7425
Brentwood,AB,51.09813,-114.13319,7410
Sherwood,PE,46.26822,-63.12839,7404
College Park,BC,49.28199,-122.87865,7396
St. Marys,ON,43.25009,-81.13304,7386
Kingsway-Beresford,BC,49.22482,-122.96403,7376
Beaumont,AB,53.35013,-113.41871,7366
Queen Mary Park,AB,53.55479,-113.51718,7365
Hamptons,AB,51.1436,-114.14846,7360
East Newton North,BC,49.14347,-122.81388,7336
Lexington,ON,43.49736,-80.49121,7330
Eastern Charlotte,NB,45.10301,-66.79484,7325
Delson,QC,45.36678,-73.54917,7322
East Hespeler,ON,43.43458,-80.29559,7321
Altadore,AB,51.01651,-114.10323,7290
Twin Lakes,SK,50.50068,-104.67527,7280
Heritage Park,ON,43.45639,-80.44417,7263
Northeast Regina,SK,50.47678,-104.60686,7260
Grand Centre,AB,54.41628,-110.21304,7256
Cathedral,SK,50.44512,-104.63124,7250
Glenbrook,AB,51.02971,-114.14561,7240
Coronation Park,SK,50.47837,-104.62555,7235
Inlet Centre,BC,49.27611,-122.84538,7232
Forest Lawn,AB,51.0375,-113.97222,7230
Quinpool District,NS,44.64335,-63.59847,7228
Labrador City,NL,52.94626,-66.91137,7220
Donnacona,QC,46.68042,-71.7239,7200
Mill Bay,BC,48.65,-123.55,7200
"United Townships of Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde",ON,45.2,-78.41667,7182
Stanley Park,ON,43.44639,-80.44417,7181
Marpole South,BC,49.20613,-123.13182,7150
Cougar Ridge,AB,51.07113,-114.20842,7150
Baie-Saint-Paul,QC,47.44109,-70.49858,7146
Merritt,BC,50.11225,-120.7942,7139
Columbia Hills,ON,43.46987,-80.60084,7125
Yennadon,BC,49.23297,-122.5859,7116
Pointe-du-Lac,QC,48.50009,-71.78241,7104
Val-des-Sources,QC,45.76678,-71.9324,7088
Bluewater,ON,43.46679,-81.59977,7044
Coteau-du-Lac,QC,45.30008,-74.18253,7044
Kincora,AB,51.15943,-114.1337,7030
Coaticook,QC,45.13339,-71.79907,7021
Hampstead,QC,45.48075,-73.6467,6996
Beechwood West,ON,43.45823,-80.56614,6990
King,ON,43.96514,-79.59011,6970
Port Wallace,NS,44.69882,-63.54767,6963
Haysboro,AB,50.96667,-114.08333,6960
Boyle Street,AB,53.55,-113.47917,6947
Sturgeon Falls,ON,46.36679,-79.91636,6939
Central York,NB,46.0051,-66.90803,6930
Saint-Rémi,QC,45.26678,-73.61588,6891
Campbellton,NB,48.00751,-66.67272,6883
Burnside-Gorge,BC,48.44339,-123.37605,6875
Allard,AB,53.40019,-113.52655,6847
Peace River,AB,56.23715,-117.29176,6842
Eastbridge,ON,43.51273,-80.50816,6840
Slave Lake,AB,55.28344,-114.76896,6836
Applewood Park,AB,51.04306,-113.925,6830
Yarmouth,NS,43.83345,-66.11557,6829
Gibsons,BC,49.39539,-123.50555,6821
Erin Woods,AB,51.02061,-113.96985,6790
Saint-Zotique,QC,45.25009,-74.24924,6773
Hillsdale,SK,50.42004,-104.60888,6745
Saint-Anselme,NB,46.06395,-64.71261,6740
Albert Park/Radisson Heights,AB,51.04294,-113.99584,6740
Westvale,ON,43.44452,-80.55669,6730
Kincardine,ON,44.18339,-81.63307,6725
New Waterford,NS,46.25014,-60.08175,6723
Beaubassin East,NB,46.20917,-64.418,6718
Ct 0012,QC,45.57861,-73.53771,6710
Clarenville,NL,48.1666,-53.96482,6704
Downtown Dieppe,NB,46.09521,-64.74371,6690
Hope,BC,49.38299,-121.44144,6686
West St. Paul,MB,50.01043,-97.14213,6682
Plessisville,QC,46.21856,-71.76201,6677
Brownsburg-Chatham,QC,45.68342,-74.4159,6664
Harbourview,NS,44.67717,-63.58543,6656
Ponoka,AB,52.6768,-113.58147,6656
Millrise,AB,50.91667,-114.08472,6655
Kiniski Gardens,AB,53.47503,-113.40121,6637
West Hillhurst,AB,51.05407,-114.12083,6635
Port Haney,BC,49.21227,-122.60474,6630
Terwillegar Towne,AB,53.44984,-113.57843,6627
Lakeshore Village,ON,43.48833,-80.55111,6620
Country Hills West,ON,43.41111,-80.48653,6615
Ct 0003,QC,45.60562,-73.52713,6600
Whitmore Park,SK,50.40421,-104.60666,6600
Enfield,NS,44.9434,-63.53613,6583
Alberta Avenue,AB,53.56667,-113.48333,6581
Huron Park,ON,43.40231,-80.47927,6579
Beechborough-Greenbrook,ON,43.69322,-79.47947,6577
Glamorgan,AB,51.01775,-114.14675,6575
Mont-Joli,QC,48.58388,-68.19214,6568
Pearlgate,NL,47.5019,-52.80324,6555
Devon,AB,53.36683,-113.73533,6545
Departure Bay,BC,49.20207,-123.97618,6540
Nanoose Bay,BC,49.27237,-124.19332,6540
Stephenville,NL,48.55001,-58.5818,6540
Rocky Mountain House,AB,52.36683,-114.9188,6527
Millidgeville,NB,45.3017,-66.10319,6527
Port-Cartier,QC,50.03339,-66.86545,6516
Punjabi Market,BC,49.23303,-123.10161,6510
Midnapore,AB,50.91532,-114.05903,6480
Mundy Pond,NL,47.5491,-52.74648,6448
Ct 0011,QC,45.58357,-73.53525,6439
Twin Brooks,AB,53.44272,-113.53038,6435
Cumberland,AB,53.61094,-113.5534,6411
Pointe-Calumet,QC,45.50008,-73.9659,6396
Saint-Honoré,QC,48.53338,-71.08236,6376
Beauceville,QC,46.21785,-70.77873,6354
Dunluce,AB,53.62286,-113.52654,6341
Capitol Hill,BC,49.28333,-122.98333,6330
Sapperton,BC,49.22642,-122.89452,6327
Parry Sound,ON,45.34732,-80.03527,6321
Agassiz,BC,49.23298,-121.76926,6300
Downtown Dartmouth,NS,44.66684,-63.56595,6300
Nutana,SK,52.11893,-106.65617,6294
Wainwright,AB,52.83482,-110.85342,6270
Amqui,QC,48.46382,-67.43134,6261
Inglewood,AB,53.56203,-113.53598,6255
Hammonds Plains,NS,44.73386,-63.77551,6242
Crescent Heights,AB,51.06276,-114.0683,6240
Ironwood,BC,49.12609,-123.09512,6236
Saint-Joseph-du-Lac,QC,45.53338,-73.9992,6195
King Edward,MB,49.88461,-97.21331,6190
Beaurivage,NB,46.68206,-64.96023,6160
Oxford Heights,BC,49.28115,-122.76013,6156
Clair Hills,ON,43.45625,-80.58172,6145
Hautes-Terres,NB,47.62877,-65.09284,6140
Russell,ON,45.2501,-75.36602,6135
Castleridge,AB,51.10556,-113.95556,6130
Town Plat,NB,45.96122,-66.6499,6104
Fundy Albert,NB,45.80271,-64.65977,6100
Drayton Valley,AB,53.21682,-114.98544,6099
Southwood,AB,50.9561,-114.08495,6095
Argyle Park,SK,50.49032,-104.62833,6095
Chippawa,ON,43.0571,-79.04717,6077
Mount Cashel,NL,47.58882,-52.70962,6047
Glenrosa,BC,49.85,-119.66667,6039
Saint-Félix-de-Valois,QC,46.16977,-73.42525,6029
Stride Hill,BC,49.20957,-122.96379,6019
Bay Roberts,NL,47.59989,-53.26478,6012
Ganges,BC,48.85342,-123.50032,6000
Beaver Bank,NS,44.82484,-63.68079,6000
Cedar Cove,BC,49.28648,-123.06077,6000
Glastonbury,AB,53.50332,-113.66985,5991
Dundonald,SK,52.14838,-106.72839,5988
Bonnyville,AB,54.26684,-110.73505,5975
Saint-Césaire,QC,45.40948,-73.00104,5972
Forest Grove,SK,52.14199,-106.59089,5957
Roxboro,QC,45.50841,-73.80752,5948
McMasterville,QC,45.55008,-73.26585,5936
Cedarbrae,AB,50.95648,-114.12975,5935
Mayland Heights,AB,51.06084,-114.01114,5925
Abbeydale,AB,51.0593,-113.92857,5925
Lymburn,AB,53.50754,-113.64216,5914
Dunnville,ON,42.90011,-79.61631,5907
Bridgeport,ON,43.4834,-80.48299,5902
Kilbride,NL,47.50649,-52.75596,5901
Garden City,BC,49.16711,-123.12178,5885
Flin Flon,MB,54.76703,-101.87433,5865
Ottewell,AB,53.52766,-113.43049,5848
Sioux Lookout,ON,50.09906,-91.92158,5839
Woodlands,AB,50.94167,-114.10833,5830
Louiseville,QC,46.25594,-72.94145,5819
Sandstone Valley,AB,51.13811,-114.0937,5795
Melfort,SK,52.86673,-104.61768,5778
Norway House,MB,53.98214,-97.83265,5753
Lac-Mégantic,QC,45.58338,-70.88234,5747
Sutherland,SK,52.13899,-106.60402,5746
St. Paul,AB,53.98347,-111.28507,5728
Grand Lake,NB,46.11258,-65.95682,5725
Vegreville,AB,53.50015,-112.05182,5708
Braeside,AB,50.95421,-114.10538,5700
Rosedale,BC,49.18333,-121.8,5700
North Sydney,NS,46.20777,-60.25489,5699
Kilkenny,AB,53.60833,-113.45278,5699
Ct 0013,QC,45.56922,-73.54416,5694
Princeville,QC,46.17163,-71.87462,5693
Quilchena,BC,49.24341,-123.1508,5692
Corunna,ON,42.88338,-82.43313,5686
La Ronge,SK,55.10013,-105.28422,5671
Nicolet,QC,46.23085,-72.61292,5669
Second Street,BC,49.22372,-122.92205,5666
